CustomerKey,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age
14620,M,F,60000,3,2,1,0,2-5 Miles,North America,52
14621,S,F,70000,1,0,1,1,2-5 Miles,North America,53
14622,M,M,70000,1,0,1,1,2-5 Miles,North America,53
14623,M,M,70000,1,0,1,1,0-1 Miles,North America,52
14624,M,F,70000,1,0,1,1,0-1 Miles,North America,53
14625,M,M,70000,1,0,1,1,2-5 Miles,North America,53
14626,M,M,40000,4,3,1,3,10+ Miles,North America,54
14627,M,M,60000,1,0,1,1,0-1 Miles,North America,53
14628,M,M,60000,1,0,0,1,0-1 Miles,North America,54
14629,M,M,60000,1,0,1,1,2-5 Miles,North America,54
14630,M,M,60000,1,0,1,1,2-5 Miles,North America,54
14631,M,M,60000,1,0,1,1,0-1 Miles,North America,54
14632,M,M,60000,1,0,1,1,2-5 Miles,North America,54
14633,M,M,60000,1,0,1,1,2-5 Miles,North America,53
14634,M,F,60000,1,0,1,1,2-5 Miles,North America,53
14635,M,M,40000,4,2,1,2,0-1 Miles,North America,55
14636,M,F,40000,4,2,1,2,2-5 Miles,North America,55
14637,M,M,40000,4,2,0,3,0-1 Miles,North America,55
14638,S,M,40000,0,0,0,1,2-5 Miles,North America,55
14639,M,M,60000,1,0,1,1,2-5 Miles,North America,55
14640,S,F,50000,0,0,1,1,2-5 Miles,North America,48
14641,M,M,50000,0,0,0,1,0-1 Miles,North America,48
14642,S,M,50000,0,0,0,1,0-1 Miles,North America,48
14643,S,M,50000,0,0,1,1,2-5 Miles,North America,48
14644,S,F,50000,0,0,0,1,0-1 Miles,North America,47
14645,S,M,60000,0,0,0,1,2-5 Miles,North America,48
14646,S,M,60000,0,0,0,1,0-1 Miles,North America,48
14647,M,M,60000,0,0,0,1,0-1 Miles,North America,48
14648,S,M,90000,5,0,1,0,0-1 Miles,North America,87
14649,M,F,60000,1,0,1,1,2-5 Miles,North America,54
14650,M,M,60000,1,0,1,1,2-5 Miles,North America,54
14651,M,F,60000,1,0,1,1,2-5 Miles,North America,55
14652,M,M,60000,1,0,1,1,2-5 Miles,North America,54
14653,M,M,60000,1,0,1,1,2-5 Miles,North America,56
14654,M,M,60000,4,3,1,0,2-5 Miles,North America,56
14655,M,F,70000,5,5,1,3,10+ Miles,North America,56
14656,M,M,80000,1,0,1,0,0-1 Miles,North America,56
14657,M,M,80000,1,0,0,1,0-1 Miles,North America,56
14658,M,F,60000,1,0,1,1,2-5 Miles,North America,57
14659,M,M,60000,1,0,1,1,2-5 Miles,North America,57
14660,M,F,60000,1,0,1,1,0-1 Miles,North America,57
14661,M,F,60000,1,0,1,1,2-5 Miles,North America,57
14662,M,M,60000,1,0,1,1,0-1 Miles,North America,57
14663,M,M,70000,5,4,1,2,2-5 Miles,North America,56
14664,S,F,80000,5,4,1,0,0-1 Miles,North America,57
14665,M,M,80000,4,4,1,1,0-1 Miles,Pacific,46
14666,M,M,90000,1,0,0,0,0-1 Miles,Pacific,46
14667,M,F,80000,4,4,1,1,0-1 Miles,Pacific,45
14668,M,M,80000,4,4,1,1,0-1 Miles,Pacific,45
14669,M,F,80000,4,4,1,1,0-1 Miles,Pacific,45
14670,S,F,60000,2,2,1,1,2-5 Miles,Pacific,46
14671,M,F,60000,2,2,1,1,0-1 Miles,Pacific,48
14672,S,M,110000,1,0,1,0,0-1 Miles,Pacific,46
14673,M,M,110000,1,0,1,1,0-1 Miles,Pacific,46
14674,M,F,70000,5,5,1,4,10+ Miles,Pacific,47
14675,M,F,70000,5,5,0,4,10+ Miles,Pacific,48
14676,S,M,70000,5,5,1,4,10+ Miles,Pacific,48
14677,S,M,80000,5,5,1,3,0-1 Miles,Pacific,48
14678,M,F,80000,5,5,1,3,0-1 Miles,Pacific,49
14679,S,F,80000,5,5,1,3,0-1 Miles,Pacific,48
14680,S,M,80000,5,5,1,3,1-2 Miles,Pacific,48
14681,S,F,70000,0,0,0,1,0-1 Miles,Pacific,46
14682,S,F,70000,0,0,0,1,5-10 Miles,Pacific,47
14683,M,F,60000,3,3,1,2,5-10 Miles,Pacific,50
14684,M,M,60000,3,3,1,2,0-1 Miles,Pacific,50
14685,S,M,60000,3,2,0,2,0-1 Miles,Pacific,51
14686,M,F,60000,3,2,1,2,5-10 Miles,Pacific,51
14687,S,F,30000,0,0,1,1,2-5 Miles,Europe,41
14688,S,F,20000,0,0,0,2,1-2 Miles,Europe,34
14689,S,F,20000,0,0,0,2,0-1 Miles,Europe,34
14690,S,M,20000,0,0,0,2,1-2 Miles,Europe,35
14691,M,M,30000,0,0,0,1,1-2 Miles,Europe,35
14692,S,F,30000,0,0,0,1,2-5 Miles,Europe,37
14693,S,M,30000,0,0,0,1,2-5 Miles,Europe,42
14694,S,F,30000,0,0,1,1,2-5 Miles,Europe,42
14695,S,M,10000,0,0,0,2,0-1 Miles,Europe,42
14696,S,M,10000,0,0,0,2,0-1 Miles,Europe,43
14697,S,M,20000,0,0,0,2,1-2 Miles,Europe,43
14698,M,F,40000,1,1,1,1,1-2 Miles,Europe,41
14699,M,M,40000,1,1,1,1,1-2 Miles,Europe,41
14700,M,M,40000,1,1,1,1,0-1 Miles,Europe,41
14701,S,M,20000,0,0,0,2,1-2 Miles,Europe,43
14702,M,M,30000,0,0,0,1,1-2 Miles,Europe,42
14703,S,M,30000,0,0,0,1,2-5 Miles,Europe,43
14704,S,F,10000,0,0,0,2,0-1 Miles,Europe,44
14705,S,F,40000,2,2,1,0,1-2 Miles,Europe,43
14706,S,F,40000,2,2,1,0,0-1 Miles,Europe,43
14707,S,F,10000,0,0,0,2,0-1 Miles,Europe,43
14708,S,F,20000,0,0,0,2,1-2 Miles,Europe,44
14709,S,M,30000,0,0,0,1,2-5 Miles,Europe,44
14710,S,F,30000,0,0,0,1,2-5 Miles,Europe,44
14711,S,F,30000,0,0,1,1,2-5 Miles,Europe,43
14712,S,M,30000,0,0,0,1,2-5 Miles,Europe,43
14713,S,M,40000,2,2,1,0,1-2 Miles,Europe,45
14714,S,F,40000,2,2,1,0,1-2 Miles,Europe,45
14715,M,M,40000,2,2,0,0,0-1 Miles,Europe,44
14716,S,F,40000,2,2,1,1,0-1 Miles,Europe,44
14717,S,F,40000,2,2,1,1,1-2 Miles,Europe,44
14718,S,M,40000,2,2,1,1,1-2 Miles,Europe,43
14719,M,M,40000,2,2,0,2,0-1 Miles,Europe,45
14720,S,F,40000,3,3,1,0,1-2 Miles,Europe,45
14721,S,M,40000,3,3,1,1,0-1 Miles,North America,41
14722,S,F,40000,3,3,1,2,1-2 Miles,North America,40
14723,S,M,40000,4,4,1,0,0-1 Miles,North America,40
14724,M,M,60000,0,0,1,0,0-1 Miles,North America,49
14725,M,M,60000,0,0,1,0,0-1 Miles,North America,48
14726,S,M,60000,0,0,0,0,1-2 Miles,North America,49
14727,S,F,60000,0,0,1,0,1-2 Miles,North America,49
14728,S,F,60000,0,0,1,0,1-2 Miles,North America,49
14729,S,F,60000,0,0,1,0,0-1 Miles,North America,49
14730,M,M,20000,2,0,0,2,0-1 Miles,North America,62
14731,M,M,30000,1,0,1,1,5-10 Miles,North America,62
14732,M,F,30000,1,0,1,1,2-5 Miles,North America,61
14733,M,M,30000,1,0,1,1,2-5 Miles,North America,62
14734,M,M,30000,1,0,1,1,2-5 Miles,North America,61
14735,M,F,30000,1,0,1,1,2-5 Miles,North America,61
14736,M,M,20000,3,0,0,2,0-1 Miles,North America,61
14737,S,M,20000,3,0,1,2,1-2 Miles,North America,61
14738,M,M,40000,1,0,1,1,0-1 Miles,North America,61
14739,M,M,40000,1,0,1,1,0-1 Miles,North America,60
14740,M,F,40000,1,0,1,1,1-2 Miles,North America,61
14741,M,F,40000,1,0,1,1,0-1 Miles,North America,61
14742,M,F,40000,1,0,1,1,1-2 Miles,North America,60
14743,M,M,40000,1,0,1,1,1-2 Miles,North America,60
14744,M,M,40000,1,0,1,1,1-2 Miles,North America,60
14745,M,M,40000,1,0,1,1,0-1 Miles,North America,60
14746,M,F,40000,1,0,1,1,1-2 Miles,North America,60
14747,M,M,40000,1,0,1,1,1-2 Miles,North America,59
14748,M,M,40000,1,0,1,1,1-2 Miles,North America,59
14749,M,M,40000,1,0,1,1,0-1 Miles,North America,59
14750,M,F,40000,1,0,1,1,1-2 Miles,North America,58
14751,M,F,40000,1,0,1,1,0-1 Miles,North America,59
14752,M,M,40000,1,0,1,1,0-1 Miles,North America,57
14753,M,M,40000,1,0,1,1,1-2 Miles,North America,57
14754,M,M,40000,1,0,1,1,1-2 Miles,North America,57
14755,M,M,40000,1,0,1,1,0-1 Miles,North America,57
14756,M,M,40000,1,0,1,1,0-1 Miles,North America,58
14757,M,F,40000,1,0,1,1,1-2 Miles,North America,58
14758,S,F,80000,4,0,1,0,1-2 Miles,North America,57
14759,S,F,80000,4,0,1,0,0-1 Miles,North America,57
14760,M,M,80000,4,0,1,0,1-2 Miles,North America,56
14761,S,F,80000,4,0,1,0,1-2 Miles,North America,56
14762,S,F,80000,4,0,1,0,1-2 Miles,North America,57
14763,S,M,80000,4,0,1,0,1-2 Miles,North America,56
14764,S,M,60000,4,0,1,0,1-2 Miles,North America,56
14765,M,M,60000,4,0,1,0,0-1 Miles,North America,56
14766,S,M,20000,1,1,0,0,2-5 Miles,Europe,47
14767,S,F,20000,1,1,0,0,2-5 Miles,Europe,47
14768,M,M,10000,4,0,0,2,0-1 Miles,Europe,91
14769,M,F,30000,1,0,1,0,0-1 Miles,Europe,46
14770,M,M,30000,1,0,1,0,0-1 Miles,Europe,47
14771,M,F,30000,1,0,1,0,1-2 Miles,Europe,47
14772,M,F,30000,1,0,1,0,1-2 Miles,Europe,46
14773,M,M,40000,0,0,1,0,0-1 Miles,Europe,47
14774,S,M,40000,0,0,1,0,0-1 Miles,Europe,47
14775,M,F,40000,0,0,1,0,0-1 Miles,Europe,46
14776,M,M,40000,0,0,1,0,0-1 Miles,Europe,47
14777,M,F,40000,0,0,1,0,0-1 Miles,Europe,47
14778,S,F,10000,3,3,1,1,0-1 Miles,Europe,48
14779,S,M,10000,3,3,1,1,0-1 Miles,Europe,48
14780,S,F,10000,4,4,1,0,0-1 Miles,Europe,48
14781,S,M,20000,1,1,0,1,0-1 Miles,Europe,48
14782,S,M,20000,1,1,0,1,1-2 Miles,Europe,47
14783,S,F,20000,1,1,0,1,1-2 Miles,Europe,48
14784,S,M,30000,1,1,0,0,0-1 Miles,Europe,47
14785,S,M,30000,1,1,0,1,1-2 Miles,Europe,48
14786,M,M,30000,1,1,1,1,2-5 Miles,Europe,48
14787,S,F,20000,1,1,0,1,1-2 Miles,Europe,49
14788,S,M,20000,1,1,0,1,1-2 Miles,Europe,48
14789,S,F,20000,2,2,1,0,0-1 Miles,Europe,48
14790,M,M,40000,0,0,1,0,0-1 Miles,Europe,48
14791,M,F,40000,0,0,1,0,0-1 Miles,Europe,48
14792,M,M,40000,0,0,1,0,0-1 Miles,Europe,48
14793,S,M,40000,0,0,1,0,0-1 Miles,Europe,48
14794,M,M,40000,0,0,1,0,0-1 Miles,Europe,48
14795,M,F,30000,1,1,1,2,0-1 Miles,Europe,49
14796,S,M,10000,4,3,1,2,0-1 Miles,Europe,50
14797,S,M,10000,4,3,1,2,0-1 Miles,Europe,50
14798,S,F,10000,4,3,1,2,0-1 Miles,Europe,50
14799,S,F,20000,2,2,1,0,0-1 Miles,Europe,50
14800,M,F,30000,1,1,1,2,0-1 Miles,Europe,50
14801,M,F,10000,3,2,0,2,0-1 Miles,Europe,51
14802,S,F,20000,2,2,1,2,0-1 Miles,Europe,50
14803,S,F,20000,3,3,1,1,0-1 Miles,Europe,51
14804,S,F,10000,3,2,1,2,0-1 Miles,Europe,52
14805,S,F,10000,3,2,1,2,0-1 Miles,Europe,52
14806,S,M,10000,3,2,1,2,0-1 Miles,Europe,52
14807,S,F,10000,4,2,1,2,0-1 Miles,Europe,52
14808,S,F,10000,4,2,1,2,0-1 Miles,Europe,51
14809,S,M,20000,3,3,1,2,0-1 Miles,Europe,52
14810,M,M,40000,0,0,1,0,0-1 Miles,Europe,48
14811,M,F,40000,0,0,1,0,0-1 Miles,Europe,49
14812,M,M,40000,0,0,1,0,0-1 Miles,Europe,49
14813,S,F,20000,4,4,1,1,0-1 Miles,Europe,52
14814,S,F,30000,2,2,1,0,0-1 Miles,Europe,52
14815,M,F,40000,1,0,1,0,0-1 Miles,Europe,49
14816,M,F,40000,1,0,1,0,0-1 Miles,Europe,49
14817,M,F,40000,1,0,1,0,0-1 Miles,Europe,49
14818,S,F,30000,2,2,1,2,0-1 Miles,Europe,51
14819,M,F,30000,2,2,0,2,0-1 Miles,Europe,51
14820,M,M,40000,1,0,1,0,0-1 Miles,Europe,51
14821,M,M,40000,1,0,1,0,0-1 Miles,Europe,51
14822,S,F,30000,3,3,1,0,0-1 Miles,Europe,51
14823,S,M,30000,3,3,1,0,0-1 Miles,Europe,51
14824,S,M,30000,3,3,1,1,0-1 Miles,Europe,51
14825,S,F,20000,0,0,0,1,1-2 Miles,Europe,38
14826,M,F,20000,4,4,0,2,0-1 Miles,Europe,36
14827,S,M,30000,3,3,1,1,0-1 Miles,Europe,36
14828,S,M,30000,3,3,1,1,0-1 Miles,Europe,36
14829,S,F,30000,3,3,1,2,0-1 Miles,Europe,37
14830,M,F,40000,1,0,1,0,0-1 Miles,Europe,52
14831,M,M,40000,1,0,1,0,0-1 Miles,Europe,52
14832,M,M,40000,1,0,1,0,0-1 Miles,Europe,51
14833,S,F,30000,1,0,1,1,2-5 Miles,Europe,53
14834,S,F,30000,4,4,1,1,0-1 Miles,Europe,37
14835,S,F,30000,4,4,1,1,0-1 Miles,Europe,37
14836,M,M,30000,4,4,0,2,0-1 Miles,Europe,37
14837,S,M,30000,0,0,1,1,2-5 Miles,Europe,38
14838,S,M,30000,0,0,0,1,0-1 Miles,Europe,38
14839,S,F,30000,0,0,0,1,2-5 Miles,Europe,38
14840,S,F,30000,0,0,0,1,2-5 Miles,Europe,37
14841,M,M,20000,2,0,1,1,1-2 Miles,Europe,103
14842,S,F,20000,0,0,0,1,5-10 Miles,Europe,40
14843,S,M,20000,0,0,0,1,1-2 Miles,Europe,40
14844,S,M,20000,0,0,0,1,2-5 Miles,Europe,40
14845,S,F,10000,0,0,0,2,0-1 Miles,Europe,41
14846,S,F,20000,0,0,1,2,1-2 Miles,Europe,40
14847,S,F,20000,0,0,0,2,1-2 Miles,Europe,41
14848,S,M,30000,0,0,0,1,2-5 Miles,Europe,40
14849,S,M,30000,0,0,0,1,0-1 Miles,Europe,39
14850,S,F,10000,0,0,0,2,0-1 Miles,Europe,42
14851,S,F,20000,0,0,1,2,1-2 Miles,Europe,42
14852,S,M,60000,0,0,0,2,1-2 Miles,North America,36
14853,M,M,20000,2,1,1,2,5-10 Miles,Pacific,67
14854,S,F,20000,2,1,1,2,5-10 Miles,Pacific,66
14855,S,F,30000,3,0,1,2,5-10 Miles,Pacific,66
14856,S,F,40000,0,0,1,2,5-10 Miles,North America,38
14857,M,F,20000,2,1,1,2,1-2 Miles,Pacific,66
14858,M,M,30000,3,0,0,2,1-2 Miles,Pacific,64
14859,M,M,30000,3,0,0,2,1-2 Miles,Pacific,63
14860,M,M,40000,2,0,0,2,1-2 Miles,Pacific,63
14861,S,F,40000,2,2,1,1,0-1 Miles,Europe,44
14862,S,M,40000,2,2,1,2,1-2 Miles,Europe,44
14863,S,F,40000,2,2,1,2,1-2 Miles,Europe,43
14864,S,F,40000,2,2,1,2,1-2 Miles,Europe,44
14865,S,M,40000,2,2,1,2,1-2 Miles,Europe,45
14866,S,F,40000,2,2,1,2,1-2 Miles,Europe,44
14867,S,F,40000,3,3,1,0,1-2 Miles,North America,40
14868,S,F,40000,3,3,1,0,1-2 Miles,North America,40
14869,S,F,40000,3,3,1,1,0-1 Miles,North America,40
14870,S,F,40000,3,3,1,2,0-1 Miles,North America,41
14871,S,M,40000,3,3,1,2,1-2 Miles,North America,41
14872,M,M,30000,0,0,1,0,0-1 Miles,North America,41
14873,M,M,30000,0,0,1,0,0-1 Miles,North America,41
14874,S,F,40000,3,3,1,2,1-2 Miles,North America,40
14875,S,F,40000,3,3,1,2,1-2 Miles,North America,39
14876,M,M,40000,1,0,1,1,1-2 Miles,North America,84
14877,S,M,60000,0,0,0,0,1-2 Miles,North America,49
14878,M,M,60000,0,0,0,0,0-1 Miles,North America,49
14879,S,F,60000,0,0,1,0,1-2 Miles,North America,48
14880,M,F,30000,1,0,1,1,1-2 Miles,North America,62
14881,M,M,30000,1,0,1,1,5-10 Miles,North America,61
14882,M,F,30000,1,0,1,1,2-5 Miles,North America,61
14883,M,F,30000,1,0,1,1,5-10 Miles,North America,62
14884,M,F,30000,1,0,1,1,5-10 Miles,North America,62
14885,M,F,20000,3,0,0,2,0-1 Miles,North America,61
14886,S,F,20000,3,0,1,2,1-2 Miles,North America,61
14887,M,F,30000,1,0,1,1,5-10 Miles,North America,61
14888,M,F,30000,1,0,1,1,1-2 Miles,North America,60
14889,M,M,30000,1,0,1,1,5-10 Miles,North America,60
14890,M,M,30000,1,0,1,1,10+ Miles,North America,61
14891,M,M,40000,1,0,1,1,0-1 Miles,North America,61
14892,M,F,40000,1,0,1,1,1-2 Miles,North America,60
14893,M,F,40000,1,0,1,1,1-2 Miles,North America,60
14894,M,M,40000,1,0,1,1,1-2 Miles,North America,59
14895,M,M,40000,1,0,1,1,1-2 Miles,North America,59
14896,M,F,40000,1,0,1,1,0-1 Miles,North America,60
14897,M,M,40000,1,0,1,1,0-1 Miles,North America,59
14898,M,F,40000,1,0,1,1,0-1 Miles,North America,59
14899,M,M,40000,1,0,1,1,1-2 Miles,North America,58
14900,M,F,40000,1,0,1,1,1-2 Miles,North America,58
14901,M,F,40000,1,0,1,1,0-1 Miles,North America,59
14902,M,F,40000,1,0,1,1,1-2 Miles,North America,58
14903,M,F,40000,1,0,1,1,1-2 Miles,North America,59
14904,M,M,40000,1,0,1,1,1-2 Miles,North America,59
14905,M,M,40000,1,0,1,1,1-2 Miles,North America,59
14906,M,M,40000,1,0,1,1,0-1 Miles,North America,58
14907,M,F,40000,1,0,1,1,1-2 Miles,North America,59
14908,M,F,40000,1,0,1,1,0-1 Miles,North America,59
14909,M,M,40000,1,0,1,1,0-1 Miles,North America,58
14910,M,F,40000,1,0,1,1,0-1 Miles,North America,57
14911,M,F,40000,1,0,1,1,1-2 Miles,North America,58
14912,M,F,40000,1,0,1,1,1-2 Miles,North America,58
14913,M,F,40000,1,0,1,1,1-2 Miles,North America,57
14914,M,F,40000,1,0,1,1,1-2 Miles,North America,58
14915,M,F,40000,1,0,1,1,1-2 Miles,North America,57
14916,S,F,80000,4,0,1,0,0-1 Miles,North America,56
14917,M,M,80000,4,0,1,0,0-1 Miles,North America,57
14918,S,F,80000,4,0,1,0,1-2 Miles,North America,56
14919,M,M,80000,4,0,1,0,0-1 Miles,North America,56
14920,M,M,60000,4,0,1,0,0-1 Miles,North America,56
14921,S,F,60000,4,0,0,0,0-1 Miles,North America,55
14922,S,F,60000,4,0,0,0,0-1 Miles,North America,55
14923,S,M,20000,1,1,0,0,0-1 Miles,Europe,47
14924,M,F,20000,1,1,1,1,2-5 Miles,Europe,46
14925,M,F,30000,1,0,1,0,0-1 Miles,Europe,46
14926,M,M,30000,1,0,1,0,0-1 Miles,Europe,47
14927,M,F,30000,1,0,1,0,0-1 Miles,Europe,46
14928,M,M,30000,1,0,1,0,0-1 Miles,Europe,47
14929,M,M,30000,1,1,1,0,2-5 Miles,Europe,46
14930,S,F,30000,1,1,0,0,0-1 Miles,Europe,47
14931,M,M,40000,0,0,1,0,0-1 Miles,Europe,46
14932,M,M,20000,1,1,1,1,2-5 Miles,Europe,48
14933,M,M,20000,1,1,1,1,2-5 Miles,Europe,48
14934,S,M,30000,1,1,0,0,1-2 Miles,Europe,48
14935,S,M,30000,1,1,0,0,0-1 Miles,Europe,48
14936,S,M,30000,1,1,0,1,0-1 Miles,Europe,48
14937,S,M,10000,4,4,1,1,0-1 Miles,Europe,48
14938,S,F,20000,1,1,0,1,2-5 Miles,Europe,49
14939,M,M,40000,0,0,1,0,0-1 Miles,Europe,48
14940,M,F,40000,0,0,0,0,0-1 Miles,Europe,48
14941,S,F,20000,2,2,1,0,0-1 Miles,Europe,49
14942,S,F,30000,1,1,0,1,1-2 Miles,Europe,49
14943,M,F,30000,1,1,1,1,2-5 Miles,Europe,49
14944,S,M,10000,5,3,1,2,0-1 Miles,Europe,50
14945,S,F,10000,5,3,1,2,0-1 Miles,Europe,49
14946,S,M,20000,2,2,1,1,0-1 Miles,Europe,50
14947,S,M,20000,2,2,1,1,0-1 Miles,Europe,50
14948,M,M,30000,1,1,1,2,0-1 Miles,Europe,50
14949,M,M,30000,1,1,1,2,0-1 Miles,Europe,50
14950,S,F,10000,3,2,1,2,0-1 Miles,Europe,51
14951,M,F,30000,1,1,1,2,0-1 Miles,Europe,50
14952,M,F,30000,1,1,1,2,0-1 Miles,Europe,50
14953,S,F,10000,3,2,1,2,0-1 Miles,Europe,52
14954,S,F,10000,3,2,1,2,0-1 Miles,Europe,52
14955,M,M,20000,3,3,0,1,0-1 Miles,Europe,52
14956,S,F,20000,4,4,1,0,0-1 Miles,Europe,52
14957,S,F,20000,4,4,1,1,0-1 Miles,Europe,52
14958,M,M,40000,0,0,1,0,0-1 Miles,Europe,48
14959,S,M,30000,2,2,1,0,0-1 Miles,Europe,52
14960,S,M,30000,2,2,1,1,0-1 Miles,Europe,49
14961,M,F,40000,1,0,1,0,0-1 Miles,Europe,50
14962,M,M,40000,1,0,1,0,0-1 Miles,Europe,49
14963,M,F,40000,1,0,1,0,0-1 Miles,Europe,50
14964,M,M,40000,1,0,1,0,0-1 Miles,Europe,50
14965,M,M,30000,2,2,0,2,0-1 Miles,Europe,51
14966,S,M,30000,2,2,1,2,0-1 Miles,Europe,51
14967,S,F,30000,2,2,1,2,0-1 Miles,Europe,51
14968,M,M,40000,1,0,1,0,0-1 Miles,Europe,51
14969,S,M,30000,3,3,1,0,0-1 Miles,Europe,52
14970,M,M,20000,0,0,0,1,2-5 Miles,Europe,38
14971,M,F,20000,4,4,0,2,0-1 Miles,Europe,36
14972,S,F,30000,3,3,1,1,0-1 Miles,Europe,35
14973,S,F,30000,3,3,1,1,0-1 Miles,Europe,36
14974,S,M,30000,3,3,1,2,0-1 Miles,Europe,36
14975,M,M,40000,1,0,1,0,0-1 Miles,Europe,52
14976,M,M,40000,1,0,1,1,0-1 Miles,Europe,53
14977,S,F,30000,3,3,1,2,0-1 Miles,Europe,37
14978,S,M,30000,4,4,1,1,0-1 Miles,Europe,37
14979,S,M,30000,4,4,1,1,0-1 Miles,Europe,37
14980,S,F,30000,4,4,1,2,0-1 Miles,Europe,37
14981,S,F,30000,4,4,1,3,0-1 Miles,Europe,37
14982,M,F,30000,4,4,0,3,0-1 Miles,Europe,36
14983,S,M,30000,4,4,1,3,0-1 Miles,Europe,37
14984,S,F,30000,5,5,1,1,0-1 Miles,Europe,36
14985,S,F,20000,0,0,0,1,2-5 Miles,Europe,38
14986,M,M,20000,0,0,0,1,2-5 Miles,Europe,39
14987,S,F,20000,0,0,0,1,5-10 Miles,Europe,38
14988,M,F,10000,0,0,1,2,0-1 Miles,Europe,40
14989,S,F,20000,0,0,0,1,5-10 Miles,Europe,39
14990,S,M,30000,0,0,0,1,0-1 Miles,Europe,39
14991,S,M,30000,0,0,0,1,0-1 Miles,Europe,39
14992,M,M,20000,2,0,1,1,5-10 Miles,Europe,103
14993,S,M,20000,0,0,1,1,2-5 Miles,Europe,40
14994,S,M,20000,0,0,0,1,2-5 Miles,Europe,39
14995,S,F,20000,0,0,0,2,1-2 Miles,Europe,41
14996,S,M,30000,0,0,0,1,0-1 Miles,Europe,39
14997,M,M,30000,0,0,0,1,0-1 Miles,Europe,40
14998,S,M,20000,0,0,0,2,1-2 Miles,Europe,41
14999,S,F,10000,0,0,1,2,1-2 Miles,Europe,42
15000,S,F,10000,0,0,0,2,0-1 Miles,Europe,42
15001,S,F,10000,0,0,0,2,1-2 Miles,Europe,42
15002,S,F,20000,0,0,0,2,0-1 Miles,Europe,42
15003,S,M,20000,0,0,0,2,1-2 Miles,Europe,41
15004,S,F,20000,0,0,1,2,1-2 Miles,Europe,41
15005,S,M,60000,0,0,0,2,1-2 Miles,North America,36
15006,M,F,70000,0,0,1,2,5-10 Miles,North America,36
15007,S,F,40000,0,0,0,2,5-10 Miles,North America,38
15008,M,M,40000,0,0,0,2,1-2 Miles,North America,37
15009,S,F,30000,0,0,1,2,5-10 Miles,North America,38
15010,M,M,30000,0,0,1,2,5-10 Miles,North America,38
15011,S,F,60000,0,0,1,2,5-10 Miles,North America,37
15012,M,F,60000,0,0,1,2,5-10 Miles,North America,39
15013,S,F,60000,0,0,0,2,1-2 Miles,North America,38
15014,M,M,30000,3,0,0,2,1-2 Miles,Pacific,66
15015,M,M,30000,3,0,0,2,1-2 Miles,Pacific,65
15016,S,M,40000,0,0,0,2,1-2 Miles,North America,35
15017,S,F,20000,0,0,0,2,1-2 Miles,North America,34
15018,M,F,30000,3,0,0,2,1-2 Miles,Pacific,63
15019,S,F,30000,3,0,1,2,5-10 Miles,Pacific,64
15020,M,F,30000,3,0,0,2,1-2 Miles,Pacific,63
15021,M,M,30000,3,0,0,2,1-2 Miles,Pacific,64
15022,M,F,40000,2,0,0,2,1-2 Miles,Pacific,63
15023,M,M,70000,0,0,1,2,5-10 Miles,North America,36
15024,M,M,30000,3,0,1,2,5-10 Miles,Pacific,62
15025,S,F,40000,2,0,1,2,5-10 Miles,Pacific,63
15026,S,F,40000,2,0,1,2,5-10 Miles,Pacific,63
15027,M,M,40000,3,0,1,2,5-10 Miles,Pacific,61
15028,S,F,10000,0,0,0,1,0-1 Miles,Pacific,35
15029,S,M,10000,0,0,1,1,2-5 Miles,Pacific,36
15030,M,M,20000,0,0,1,0,0-1 Miles,Pacific,35
15031,M,M,10000,0,0,1,1,2-5 Miles,Pacific,38
15032,S,F,10000,1,1,0,0,2-5 Miles,Pacific,39
15033,S,F,10000,1,1,0,0,2-5 Miles,Pacific,39
15034,S,M,10000,1,1,0,0,2-5 Miles,Pacific,36
15035,S,M,10000,1,1,0,0,2-5 Miles,Pacific,36
15036,S,M,20000,0,0,1,0,0-1 Miles,Pacific,36
15037,S,M,20000,0,0,1,0,0-1 Miles,Pacific,36
15038,M,M,20000,0,0,1,0,0-1 Miles,Pacific,37
15039,S,F,10000,1,1,0,0,1-2 Miles,Pacific,38
15040,M,M,10000,1,1,1,0,2-5 Miles,Pacific,38
15041,M,F,10000,1,1,1,0,2-5 Miles,Pacific,38
15042,S,M,20000,0,0,0,0,0-1 Miles,Pacific,38
15043,S,M,20000,0,0,1,0,0-1 Miles,Pacific,38
15044,S,F,20000,0,0,1,0,0-1 Miles,Pacific,38
15045,M,F,20000,2,0,1,0,0-1 Miles,Europe,72
15046,M,F,40000,1,0,1,0,0-1 Miles,Europe,71
15047,M,F,30000,3,0,1,0,0-1 Miles,Europe,54
15048,M,F,30000,3,0,1,0,0-1 Miles,Europe,54
15049,S,M,10000,1,1,0,1,1-2 Miles,Europe,55
15050,S,M,20000,1,1,0,0,1-2 Miles,Europe,54
15051,S,M,20000,1,1,0,0,1-2 Miles,Europe,55
15052,M,F,20000,1,1,1,0,2-5 Miles,Europe,55
15053,S,M,10000,1,1,0,1,2-5 Miles,Europe,55
15054,S,M,20000,2,0,1,1,1-2 Miles,Europe,56
15055,M,M,20000,2,0,1,1,2-5 Miles,Europe,56
15056,M,F,20000,2,0,1,1,2-5 Miles,Europe,56
15057,S,F,20000,2,0,1,1,2-5 Miles,Europe,56
